gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HOS_D1_1_S1_L001,HOS_D1_2_S2_L001,HOS_D1_3_S3_L001,HOS_D3_1_S7_L001,HOS_D3_2_S8_L001,HOS_D3_3_S9_L001
ENSG00000100650,SRSF5,6430,serine and arginine rich splicing factor 5,8898.47203319299,-0.3961474740252445,0.03368902830782327,-11.758946277867299,6.352209742535046e-32,7.62900390078459e-28,7987,7443,7627,9712,11681,9208
ENSG00000169245,CXCL10,3627,C-X-C motif chemokine ligand 10,45345.66523207196,-0.23762333824763107,0.022163232769400524,-10.721510743491521,8.067470153363164e-27,4.84451582709458e-23,43840,39709,41397,47713,57435,43559
ENSG00000120738,EGR1,1958,early growth response 1,617.8107566087959,-1.0595331812716136,0.10054853143761912,-10.537530147110642,5.800218380832551e-26,2.3220207584599644e-22,424,378,401,800,961,765
ENSG00000168685,IL7R,3575,interleukin 7 receptor,5492.705914879969,-0.3747446304495573,0.03702503271594862,-10.121385531906233,4.440840578234787e-24,1.3333623836149947e-20,5053,4518,4790,6017,6992,5731
ENSG00000167996,FTH1,2495,ferritin heavy chain 1,83144.88532601942,0.2509026533418332,0.024935178185406474,10.062196126141025,8.11671893130539e-24,1.9496358872995544e-20,95953,82442,93108,76678,84144,68574
ENSG00000119917,IFIT3,3437,interferon induced protein with tetratricopeptide repeats 3,64953.448471831216,-0.2025803880374501,0.0202402733415067,-10.008777283754304,1.394655152914042e-23,2.791634731082941e-20,63298,57083,60942,68101,77857,64005
ENSG00000140575,IQGAP1,8826,IQ motif containing GTPase activating protein 1,3687.3395881997208,-0.47642746357715116,0.04779715062629851,-9.96769592610434,2.110683609977406e-23,3.621330022261235e-20,3271,2811,3183,4124,4843,3996
ENSG00000169248,CXCL11,6373,C-X-C motif chemokine ligand 11,11179.083962343775,-0.2615750473813094,0.027230284243352807,-9.606034408001545,7.539701816566646e-22,1.1318977352120678e-18,10862,9475,10209,11860,13970,11051
ENSG00000117228,GBP1,2633,guanylate binding protein 1,82120.83768745145,-0.19863211250451185,0.021871087138506766,-9.081949664714898,1.0664709214107954e-19,1.4231461962381836e-16,79190,72844,77462,85912,98366,80842
ENSG00000143398,PIP5K1A,8394,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,38515.7716829164,-0.15233678407178447,0.01754065618253404,-8.684782512496454,3.794677136068074e-18,4.557407240417757e-15,38868,34054,36669,40205,46112,36355
ENSG00000041357,PSMA4,5685,proteasome 20S subunit alpha 4,16363.453465182316,-0.2029289884985715,0.02413246326940715,-8.408962907480134,4.136518929248616e-17,4.516326576388716e-14,15846,14465,15357,17282,20046,15670
ENSG00000175592,FOSL1,8061,"FOS like 1, AP-1 transcription factor subunit",10375.275440819023,-0.26044865045413373,0.031462506811500514,-8.27806417379723,1.2519375893665623e-16,1.2529808706910346e-13,10030,8721,9608,11291,12484,10372
ENSG00000154451,GBP5,115362,guanylate binding protein 5,21377.993279596856,-0.19279603851717037,0.024198363353286685,-7.967317281025301,1.6215595916644389e-15,1.4980715919915316e-12,20872,18957,20057,22262,25644,20995
ENSG00000111640,GAPDH,2597,glyceraldehyde-3-phosphate dehydrogenase,6684.490445403345,-0.8199626297742247,0.10329468030261149,-7.938091558752755,2.0531576202439754e-15,1.7613159299378675e-12,4533,5042,4879,8263,9313,8143
ENSG00000135899,SP110,3431,SP110 nuclear body protein,15653.277740210255,-0.19767071363271985,0.025140492689580546,-7.862642791986503,3.761124326210127e-15,2.9160503641526956e-12,15646,13532,14632,16389,18848,15310
ENSG00000163191,S100A11,6282,S100 calcium binding protein A11,19888.860464085075,-0.17756659091105853,0.02259522399763342,-7.858589537756143,3.884829794041893e-15,2.9160503641526956e-12,19705,17475,18875,20630,23988,19221
ENSG00000137801,THBS1,7057,thrombospondin 1,13952.338634583546,-0.21105667376184442,0.028197366403901296,-7.484978233025454,7.15589955573976e-14,5.0554325684961484e-11,13840,11848,13176,14578,17028,13666
ENSG00000072274,TFRC,7037,transferrin receptor,4835.628987106713,0.3019488677544977,0.04038518615647009,7.476723434791513,7.619853845083797e-14,5.084135815525355e-11,5498,5189,5331,4341,4907,3855
ENSG00000157601,MX1,4599,MX dynamin like GTPase 1,77549.17086717834,-0.1466715765187114,0.019673845997409775,-7.455155262373302,8.976206177019793e-14,5.673907167684616e-11,79070,68382,73709,81117,90587,74429
ENSG00000092199,HNRNPC,3183,heterogeneous nuclear ribonucleoprotein C,42389.96980941667,-0.21912918598299266,0.029489925194506342,-7.430645704852927,1.0806881899287349e-13,6.489532580522053e-11,39624,37279,40608,44795,50960,41984
ENSG00000253729,PRKDC,5591,"protein kinase, DNA-activated, catalytic subunit",17568.38205641389,0.20830698831890643,0.028281312888820152,7.3655345894939686,1.7643836886483573e-13,1.0090594333650844e-10,20436,18036,18099,15922,18668,14735
ENSG00000107201,RIGI,23586,RNA sensor RIG-I,24487.297162639377,-0.15868810814637604,0.02164924308033193,-7.329961031780471,2.302196633381788e-13,1.1248503875712861e-10,24612,22028,22852,25646,29743,22839
ENSG00000132530,XAF1,54739,XIAP associated factor 1,32760.92359683345,-0.14322716114141448,0.01954454879087208,-7.328240865212814,2.3319333379487714e-13,1.1248503875712861e-10,32799,29655,31017,33584,39210,31210
ENSG00000149131,SERPING1,710,serpin family G member 1,15864.509142830602,-0.2822669406269383,0.03852057514981392,-7.327692785716411,2.3414870682166655e-13,1.1248503875712861e-10,14871,13885,14195,16439,19387,16690
ENSG00000161970,RPL26,6154,ribosomal protein L26,54396.2837443594,-0.20636446498667857,0.028130280532346483,-7.33602584408584,2.200295511707885e-13,1.1248503875712861e-10,51821,49334,50325,58198,63991,53690
ENSG00000163565,IFI16,3428,interferon gamma inducible protein 16,22903.872101604164,-0.2139337942459624,0.029421451473733862,-7.271354183084842,3.5590142024300657e-13,1.6439907911994265e-10,21676,20648,21280,23762,27992,22611
ENSG00000108518,PFN1,5216,profilin 1,94764.21859842664,-0.14402358066859453,0.020051488657852046,-7.182687685993614,6.835412794534008e-13,3.040492876383461e-10,95814,83570,91086,98268,110770,91434
ENSG00000171951,SCG2,7857,secretogranin II,796.9915281827155,-0.6774591817870904,0.09496508284913237,-7.133771292163727,9.765554630382353e-13,4.1887253968175737e-10,635,612,592,1036,1079,850
ENSG00000167553,TUBA1C,84790,tubulin alpha 1c,16671.138439383758,-0.16200024669928612,0.02319230766062408,-6.985085273524993,2.8468301506027364e-12,1.178980348577202e-9,16449,14958,15828,17413,19975,15862
ENSG00000185650,ZFP36L1,677,ZFP36 ring finger protein like 1,6941.375094530564,-0.22580373090584466,0.03254408973558766,-6.938394428617969,3.965811849971002e-12,1.5876466772717245e-9,6802,6064,6348,7348,8408,6858
ENSG00000102317,RBM3,5935,RNA binding motif protein 3,10782.602654312233,-0.19594741360311885,0.028495082923749464,-6.87653424724042,6.132619736312133e-12,2.3758955817131843e-9,10727,9320,10152,11526,13193,10144
ENSG00000177409,SAMD9L,219285,sterile alpha motif domain containing 9 like,11002.841486635105,-0.19107377831055364,0.02783715665610648,-6.863983296535383,6.696646443455491e-12,2.513335118309389e-9,10870,9886,10090,11622,13429,10453
ENSG00000162645,GBP2,2634,guanylate binding protein 2,12641.850341485444,-0.20439677751822746,0.03008444752208118,-6.794101083897442,1.089899493089896e-11,3.966573609699894e-9,12010,11259,11973,13368,15279,12274
ENSG00000105373,NOP53,29997,NOP53 ribosome biogenesis factor,198.0036600789068,-1.5200875424793099,0.2259080002591174,-6.728790218742866,1.710794931021064e-11,6.043131506342053e-9,126,78,105,230,328,324
ENSG00000175334,BANF1,8815,BAF nuclear assembly factor 1,14230.811312283788,-0.17420151544264648,0.025996583881630238,-6.700938717018936,2.0708488164171627e-11,7.1059697957628926e-9,14017,12564,13568,15148,16877,13584
ENSG00000142871,CCN1,3491,cellular communication network factor 1,24208.92208040569,-0.20719646338727635,0.03104941443638707,-6.673119836503617,2.5042173755107004e-11,7.914644915758819e-9,22946,21457,23014,24995,29150,24206
ENSG00000143368,SF3B4,10262,splicing factor 3b subunit 4,20133.302317464444,-0.1886991806165491,0.028262325308353063,-6.676704006403117,2.4437580820884518e-11,7.914644915758819e-9,19690,17707,19095,21331,23521,19865
ENSG00000270276,H4C15,554313,H4 clustered histone 15,2075.714163693847,-0.6438700246331602,0.09645587355706908,-6.675280632363027,2.467595148030966e-11,7.914644915758819e-9,1691,1285,1901,2638,2818,2202
ENSG00000146112,PPP1R18,170954,protein phosphatase 1 regulatory subunit 18,5360.468614274149,-0.34876514692709676,0.05245045406209312,-6.649420928066961,2.942483737660782e-11,9.061340945975895e-9,4674,4516,4946,5929,6486,5680
ENSG00000138035,PNPT1,87178,polyribonucleotide nucleotidyltransferase 1,12399.867380332566,-0.17196210529697312,0.025975373101667715,-6.620197701257754,3.58718784351202e-11,1.0507835609897406e-8,12219,11099,11686,12994,14783,11935
ENSG00000163131,CTSS,1520,cathepsin S,6007.408184098715,-0.245999057524775,0.03714765047019772,-6.622196946806409,3.5389909443248996e-11,1.0507835609897406e-8,5811,5241,5453,6389,7660,5713
ENSG00000137309,HMGA1,3159,high mobility group AT-hook 1,38852.25972639944,-0.16439594882941239,0.025104818014849328,-6.548382415366378,5.816362537914764e-11,1.66320271619896e-8,38019,34305,37668,40351,45814,37852
ENSG00000102007,PLP2,5355,proteolipid protein 2,6545.626056739466,-0.2669987079468399,0.04089461389513075,-6.528945563137618,6.623431659394653e-11,1.849939865798367e-8,6225,5689,5916,6913,7870,6779
ENSG00000101608,MYL12A,10627,myosin light chain 12A,20125.953213343884,-0.14702990434529994,0.02269023827477664,-6.479874850355545,9.179872915326276e-11,2.5056880389333763e-8,20151,17791,19427,20900,24228,18889
